location_name,street_address,city,state,zip_code,latitude,longitude,charging_details,amenities,superchargers_count,when_available,power_capacity,state_name,brand,updated
Maryland House Travel Plaza,I-95,Aberdeen,MD,21001-0000,39.498524,-76.230515,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",8, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,3710 Churchville Road,Aberdeen,MD,21001,39.52892,-76.1946,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,3500 Woodsdale Road,Abingdon,MD,21009,39.4654,-76.31065,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Annapolis Towne Centre,1906 Towne Centre Boulevard,Annapolis,MD,21401,38.980116,-76.540635,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,4901 Boston St,Baltimore,MD,21224,39.27657,-76.55416,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Canton Crossing,3501 Boston Street,Baltimore,MD,21224,39.275253,-76.564309,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
McHenry Row,1641 Whetstone Way,Baltimore,MD,21230,39.268618,-76.598867,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 72kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,1202 South Caton Avenue,Baltimore,MD,21227,39.268956,-76.669363,"5 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",5, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,601  Hoagie Drive,Bel Air,MD,21014,39.56919,-76.35363,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,10515 Baltimore Avenue,Beltsville,MD,20705,39.027495,-76.91802,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Bethesda Row,4950 Elm Street,Bethesda,MD,20814,38.982073,-77.098044,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,10620 Martin Luther King Jr. Highway,Bowie,MD,20720,38.95631,-76.82489,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,16410 McKendree Rd,Brandywine,MD,20613,38.66435,-76.87625,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
"California, MD",44900 St. Andrew's Church Road,California,MD,20616,38.30276,-76.52208,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Bozzuto,Chevy Chase Lake Drive,Chevy Chase,MD,20815,38.99634,-77.075218,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, lodging, beverage, restrooms",12, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,2151 Brooks Dr,District Heights,MD,20747,38.861181,-76.917983,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,7655 Ocean Gateway,Easton,MD,21601,38.759305,-76.061036,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,3166 Solomon's Island Road,Edgewater,MD,21037,38.93618,-76.56736,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Francis Scott Key Mall,5500 Buckeystown Pike,Frederick,MD,21703,39.384588,-77.405303,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Sheetz,5601  Buckeystown Pike,Frederick,MD,21704,39.38713,-77.40918,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Rio Washingtonian Center,9811 Washingtonian Blvd.,Gaithersburg,MD,20878-7306,39.117935,-77.203178,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",12, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,108 Jackson Creek Road,Grasonville,MD,21638-1086,38.96576,-76.221193,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
"Hagerstown, MD - Venture Dr",17803 Venture Drive,Hagerstown,MD,21740,39.60926,-77.750084,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Hagerstown Premium Outlets,495 Premium Outlets Blvd,Hagerstown,MD,21740-9559,39.605936,-77.732898,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",6, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Hotel at Arundel Preserve,7795 Arundel Mills Boulevard,Hanover,MD,21076,39.152625,-76.743829,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, lodging, beverage, restrooms",8, 24/7, 72kW,Maryland,Tesla superchargers,2024-07-27
Sheetz,11601 Winchester Road,La Vale,MD,21502,39.636083,-78.844797,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Towne Center at Laurel,14700 Baltimore Ave,Laurel,MD,20707-4877,39.094586,-76.85824,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Wawa,9600 Fort Meade Road,Laurel,MD,20707,39.09546,-76.84069,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,6901 Van Dusen Road,Laurel,MD,20707,39.08188,-76.88885,"6 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",6, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
National Harbor,150 Potomac Passage,Oxon Hill,MD,20745,38.784822,-77.014693,"12 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, lodging, beverage, restrooms",12, 24/7, 72kW,Maryland,Tesla superchargers,2024-07-27
Pike &amp; Rose,11860 Trade Street,North Bethesda,MD,20852,39.050207,-77.1163,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 72kW,Maryland,Tesla superchargers,2024-07-27
Wawa,2031 Pulaski Hwy,North East,MD,21901,39.613128,-75.930298,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Chesapeake House Travel Plaza,John F Kennedy Memorial Hwy,North East,MD,21901-0000,39.61163,-76.0098,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",10, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Wawa,12502 Ocean Gateway,Ocean City,MD,21842,38.33901,-75.11905,"11 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",11, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,12826A Ocean Gateway,Ocean City,MD,21842,38.335434,-75.10524,"6 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",6, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Metro Center,10500 Grand Central Ave,Owings Mills,MD,21117,39.407696,-76.783782,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, beverage, restrooms",12, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Riverdale Park Station,6221 Baltimore Avenue,Riverdale Park,MD,20737,38.97062,-76.937563,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 72kW,Maryland,Tesla superchargers,2024-07-27
Rockville Town Square,200 East Middle Lane,Rockville,MD,20850,39.08690102,-77.14982763,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 72kW,Maryland,Tesla superchargers,2024-07-27
Wawa,7501 Pulaski Hwy,Rosedale,MD,21237,39.31204,-76.52492,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,2740  North Salisbury Boulevard,Salisbury,MD,21801,38.42094,-75.56598,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
The Centre at Salisbury,2300 North Salisbury Blvd.,Salisbury,MD,21801-7810,38.401631,-75.56469,"6 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",6, 24/7, 150kW,Maryland,Tesla superchargers,2024-07-27
Wawa,101 Hissey Rd,Grasonville,MD,21638,38.965897,-76.193891,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,1419 Mountain Rd,Joppatowne,MD,21085,39.439787,-76.34527,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,1300 E Joppa Road,Towson,MD,21286,39.396423,-76.575478,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,9180 Fingerboard Road,Urbana,MD,21704,39.32738,-77.34679,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,11505  Berry Road,Waldorf,MD,20603,38.63031,-76.919152,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Royal Farms,5360 Nottingham Drive,White Marsh,MD,21162,39.373814,-76.443473,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Wawa,4210 Crain Highway,White Plains,MD,20695,38.595787,-76.936495,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Maryland,Tesla superchargers,2024-07-27
Danvers Plaza,301 Newbury St,Danvers,MA,01923,42.5855836,-70.9661514,"12 Superchargers, available 24/7, up to 250kW",shopping,12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Auburn Mall,385 Southbridge St.,Auburn,MA,01501-2498,42.203745,-71.833509,"8 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
The Prudential Center,800 Boylston Street,Boston,MA,02199,42.346397,-71.081032,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, lodging, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
South Bay Town Center,101 Allstate Road,Boston,MA,02125-1663,42.325504,-71.063523,10 Superchargers up to 72kW,"restaurants, wifi, shopping, lodging, beverage, restrooms",10 up to 72kW,,,Massachusetts,Tesla superchargers,2024-07-27
Van Ness Garage,1341 Boylston Street,Boston,MA,02215,42.344862,-71.099165,"8 Superchargers, available 24/7, up to 72kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 72kW,Massachusetts,Tesla superchargers,2024-07-27
South Shore Plaza,250 Granite Street,Braintree,MA,02184,42.223902,-71.022958,"8 Superchargers, available 24/7, up to 72kW","restaurants, shopping, beverage, restrooms",8, 24/7, 72kW,Massachusetts,Tesla superchargers,2024-07-27
Burlington Mall,75 Middlesex Turnpike,Burlington,MA,01803,42.483636,-71.217466,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, beverage, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
100 Cambridgeside Place,,Cambridge,MA,02141-2215,42.367087,-71.075918,8 Superchargers up to 72kW,"restaurants, wifi, shopping, lodging, beverage, restrooms",8 up to 72kW,,,Massachusetts,Tesla superchargers,2024-07-27
The Street Chestnut Hill,55 Boylston Street,Chestnut Hill,MA,02467,42.32218,-71.17228,"8 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Big Y World Class Market,650  Memorial Drive,Chicopee,MA,01020,42.175294,-72.57787,"12 Superchargers, available 24/7, up to 250kW","wifi, shopping, lodging, beverage, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Dartmouth Towne Center Shopping Mall,83  Faunce Corner Mall Road,Dartmouth,MA,02747,41.640793,-70.99689,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Tesla Service Center Dedham,840 Providence Highway,Dedham,MA,02026-6810,42.236421,-71.178365,"8 Superchargers, available 24/7, up to 150kW","wifi, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Cumberland Farms,163 Patriots Rd,Templeton,MA,01468,42.561076,-72.0405534,"8 Superchargers, available 24/7, up to 250kW","beverage, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Shopper's World,1 Worcester Rd,Framingham,MA,01701-5359,42.303338,-71.393807,"12 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",12, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Franklin Village Plaza,250 Franklin Village Drive,Franklin,MA,02038,42.090421,-71.424898,"12 Superchargers, available 24/7, up to 250kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Gloucester Crossing,231 Gloucester Crossing Road,Gloucester,MA,01930,42.622815,-70.65667,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Big Y Class Market,700 Main Street Route 7,Great Barrington,MA,01230,42.180357,-73.364433,"8 Superchargers, available 24/7, up to 250kW","shopping, beverage, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Pride Store,25 Russell Street,Hadley,MA,01035,42.339183,-72.609755,"12 Superchargers, available 24/7, up to 150kW",lodging,12, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Hanover Crossing,1775 Washington Street,Hanover,MA,02359,42.14832361,-70.8421341,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Harbor Hotel Provincetown,698 Commercial St,Provincetown,MA,02657,42.062305,-70.162497,"12 Superchargers, available 24/7, up to 250kW","lodging, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
The Shops at Highland Commons,2 Highland Common East,Hudson,MA,01749,42.394982,-71.594599,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Stop &amp; Shop,425 Attucks Lane,Hyannis,MA,02601,41.676666,-70.307068,"12 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Big Y Supermarket,10 Pleasant St.,Lee,MA,01238-1317,42.296,-73.239208,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Lenox Commons,55  Pittsfield Rd,Lenox,MA,01240,42.37706537,-73.27735524,"8 Superchargers, available 24/7, up to 250kW",restaurants,8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
The Mall at Whitney Field,100 Commercial Road,Leominster,MA,01453-3333,42.529658,-71.744353,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
The Point,812 Constitution Avenue,Littleton,MA,01460,42.55255,-71.473288,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping, lodging, beverage, restrooms",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Market Street - Lynnfield,600 Market St,Lynnfield,MA,01940,42.516398,-71.03219,"12 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",12, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Mansfield Crossing,280 School Street,Mansfield,MA,02048,42.013252,-71.231544,"8 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Mashpee Commons,22 Steeple Street,Mashpee,MA,02649,41.617498,-70.488788,"10 Superchargers, available 24/7, up to 150kW","restaurants, wifi, shopping, beverage, restrooms",10, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Newton Service Plaza,6 MA-128,Newton,MA,02462,42.330838,-71.254943,"8 Superchargers, available 24/7, up to 250kW","beverage, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Cranberry Cove Plaza,2110 Cranberry Highway,Orleans,MA,02653,41.796706,-69.985575,"12 Superchargers, available 24/7, up to 150kW","restaurants, shopping, beverage, restrooms",12, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Ocean State Job Lot,1178 Thorndike St,Palmer,MA,01069,42.17337882,-72.3250156,"12 Superchargers, available 24/7, up to 250kW","restaurants, shopping",12, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
The Shops at Suffolk Downs,40 Furlong Drive,Revere,MA,02151,42.398422,-71.000344,"8 Superchargers, available 24/7, up to 250kW","restaurants, shopping, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Dunkin' Donuts,22 Meetinghouse Lane,Sagamore Beach,MA,02562-2457,41.781274,-70.540655,"8 Superchargers, available 24/7, up to 150kW","restaurants, wifi, beverage, restrooms",8, 24/7, 150kW,Massachusetts,Tesla superchargers,2024-07-27
Neon Marketplace,965  Fall River Avenue,Seekonk,MA,02771,41.799212,-71.33078,"8 Superchargers, available 24/7, up to 250kW","restaurants, beverage, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
Stop &amp; Shop,779 McGrath Highway,Somerville,MA,02145,42.39037,-71.085492,"8 Superchargers, available 24/7, up to 250kW","shopping, beverage, restrooms",8, 24/7, 250kW,Massachusetts,Tesla superchargers,2024-07-27
